recipe_name,multiplier
ammonium-oxalate,0.00011947842413300091
ammonium-mixture,0.00011874972785564245
r1,0.00011679332292605001
cysteine,0.00011612036533735511
vanadium-solution,0.00011418982874384799
lead-acetate,0.00011399127112920783
gearbox-mk02,0.00011349163001512896
ree-float,0.00011162781423665783
lithium-hydroxide,0.00011051550059392126
anthracene-oil-creosote,0.00011034775908735011
fiberboard,0.0001094120874520447
th-oxalate,0.00010918280737317802
bulk-inserter,0.00010815732414841105
extract-ulric-eye,0.0001061269047645573
meat-to-cyanic,0.00010556124097193606
melamine-resin,0.00010378048412348024
nickel-prepared-solution,0.00010222561897704595
liquid-manure,0.00010158812841866469
re-pulp-03,0.00010095401534230271
formamide,9.80204381633184e-05
rubber-01,9.642775769775236e-05
lithium-niobate-nano,9.202148988147602e-05
anolyte,9.178739881851626e-05
acrylic,9.087573251700876e-05
sb-pulp-01,9.037243334247626e-05
al-pulp-03,8.81630923154538e-05
zinc-nanocompound,8.73497006271242e-05
warm-stone-brick-1,8.734097519716346e-05
molybdenum-plate,8.682485418487368e-05
organic-vanadate,8.639625126979908e-05
tailings-separation,8.580721071899927e-05
pelt-processing,8.551714711594771e-05
worm-manure,8.235203053952631e-05
pdms,8.160422080992755e-05
nichrome,8.147307176683282e-05
re-precipitate-02,8.038504477097653e-05
sl-01,8.037517659793769e-05
diethylaniline,7.99957041653631e-05
depolymerized-organics,7.92685195179261e-05
organi-solvent-pyae,7.851675823645618e-05
tailings-classification,7.826206783196019e-05
plutonium-oxidation,7.823538539526052e-05
cermet,7.759877278237887e-05
pregnant-solution,7.751561547856092e-05
yotoi-seeds,7.72159461932679e-05
empty-neuromorphic-chip,7.714491171654782e-05
uranium-washing-1,7.465981945141011e-05
purex-washing-4,7.42240161370136e-05
pre-carbon-fiber,7.399948700869906e-05
chlorine,7.358351264157847e-05
p-dope,7.346323620623769e-05
arum-super-1,7.264085689243492e-05
dhilmos-egg-1-skimmer,7.228315335828364e-05
titanium-pulp-stage-3-void,7.048373234861572e-05
ex-gut-phag,6.928955841656723e-05
re-pulp-01,6.697957412991261e-05
arqad-codex,6.687164102760844e-05
immunosupressants,6.684680718423478e-05
ethanol,6.571785416138738e-05
inductor3,6.509890345761602e-05
sodium-silicate,6.508869576030412e-05
molten-lead-04,6.47165989526555e-05
purex-raffinate-2,6.287030567982547e-05
liquid-helium,6.281837583784902e-05
nenbit-matrix,6.209003952628394e-05
th-oxide,6.19941319232351e-05
industrial-solvent,6.192678568162622e-05
soot-to-zinc,6.176297920989861e-05
petroleum-gas2,6.174780409392033e-05
paramagnetic-material,6.173057545846042e-05
resorcinol,6.087193389440252e-05
purex-antimony-void,5.9296150652940355e-05
diode3,5.9230560661703445e-05
bitumen-to-nickel,5.8872171706161884e-05
sodium-aluminate,5.8710007324973824e-05
inductor2,5.8421223919542734e-05
filtered-silicate-solution,5.798283329354451e-05
cladding,5.6713671902453465e-05
purex-raffinate-1,5.523707526931995e-05
prepared-nickel-pulp,5.515823826507694e-05
plutonium-washing-1,5.4726511400384175e-05
sb-silicate,5.443147109927019e-05
crude-enzyme,5.422402715834961e-05
ethylene-chlorohydrin,5.4129165775884634e-05
phosphate-glass,5.393365488067651e-05
ralesia-extract,5.389458783510016e-05
carbon-nanotube,5.3800547285555585e-05
phenolicboard,5.3512686901545225e-05
small-parts-03,5.3376689805667934e-05
mechanical-parts-02,5.302739319461794e-05
stone-wool,5.230071170614988e-05
ethanolamine,5.2299339214076995e-05
sinter-chromium,5.1915901984891556e-05
magnetic-core,5.0005587904771686e-05
re-pulp-04,4.990147783092561e-05
a-molasse,4.792551007909158e-05
dimethyldichlorosilane,4.758254265568225e-05
richdust-separation,4.721004455575415e-05
mother-liquor,4.581228005284123e-05
resistor2,4.5334160327013516e-05
noooo-dont-turn-that-horse-into-glue,4.477509502951801e-05
resistor1,4.4399926064611734e-05
processor,4.4314830999666475e-05
re-pulp-02,4.4199448422355897e-05
sc-coil,4.3893789253585726e-05
reduction-tin,4.309431361969536e-05
resistor3,4.136756689571536e-05
b-molasse,4.129968089776952e-05
ppd,4.1129721789445675e-05
fenxsb-alloy-2,4.1089192324593364e-05
mutant-enzymes,4.0870317808691575e-05
grade-2-lead-crusher,4.074129319770983e-05
al-tailings-separation,4.046772599343894e-05
evaporate-nitrogen,4.044501673439451e-05
eva,4.041103889056115e-05
high-grade-ti-powder,3.967973981090557e-05
crmoni,3.949828443192638e-05
acrylonitrile,3.8805646213240564e-05
plutonium-washing-2,3.850628529241248e-05
guaiacol,3.8142551749497424e-05
utility-box-mk02,3.793085194952655e-05
organic-pulp-01,3.775253026899906e-05
crco-alloy,3.7601217005914596e-05
nic-core,3.733324772714054e-05
dowfroth-250,3.700665948791828e-05
oxalic-acid-2,3.695501178818103e-05
transistor,3.652358251330463e-05
chloroethanol,3.6496777847715096e-05
purex-waste-washing-1,3.6394820233519524e-05
bio-sample,3.639149217944171e-05
cerium-oxide,3.526076169783938e-05
acid-strip-solution,3.466856165606467e-05
tin-concentrate,3.457389919232111e-05
molten-nickel-04,3.423961143596769e-05
grade-2-copper,3.405993566641508e-05
molten-titanium-04,3.40284873792446e-05
nickel-tailings,3.382909465808061e-05
ethylene-glycol,3.345332487462792e-05
kmauts-improved-3,3.257900865752653e-05
utility-box-mk03,3.1173982971966106e-05
steel-chest,3.087282719404196e-05
purex-washing-3,3.0748254761752544e-05
arthurian-codex,3.0316547412204025e-05
chromite-fines,3.0186502902764407e-05
lignin,2.9911749710099518e-05
biobattery,2.9528101285278283e-05
mechanical-parts-03,2.896948888763005e-05
electronics-mk03,2.8776318764750266e-05
3-diethylaminophenol,2.8424011599058303e-05
duralumin-1,2.703123756781362e-05
vanadium-pulp-3-void,2.691334798748733e-05
nickel-pulp-02,2.68418643241566e-05
sncr-alloy,2.6750703353092416e-05
cottongut-science-red-seeds,2.6671885697540882e-05
nickel-pulp-01,2.624066953758138e-05
fiberglass,2.5952251294253908e-05
vpulp3,2.513318759620513e-05
purex-washing-2,2.502119705401831e-05
salt-ex,2.4886753556969647e-05
grease,2.450310520629068e-05
nickel-overflow,2.366251658492664e-05
treated-wood,2.3639069807283657e-05
sodium-sulfate-1,2.312385158128216e-05
path-2-advanced-recipe,2.2722387044974585e-05
fill-syngas-canister,2.2445101290890873e-05
electronics-mk02,2.2308495574584845e-05
vinyl-acetate,2.1509555851539e-05
empty-petri-dish,2.140136957700465e-05
re-tin,2.121237257570721e-05
nickel-pulp-04,2.113994836894307e-05
neuroprocessor,2.1023288211076148e-05
kevlar,2.063623884098837e-05
nitrogen-mustard,2.0625162059523126e-05
heavy-n,2.0399183580675535e-05
biopolymer,2.017138306834811e-05
fungal-substrate-02,2.0010623276154026e-05
diode,1.9425430484858824e-05
super-alloy,1.927921467124422e-05
purex-washing-1,1.915595455002183e-05
capacitor-core,1.8406528809667695e-05
chimeric-proteins,1.8405754221752172e-05
purified-ti-pulp,1.822884112869337e-05
chromite-pulp-01,1.811487797466764e-05
chloromethane,1.7401291129215355e-05
